path,git_blob_hash,git_mode,tags,discovery_signals,source_paths
.agent/IDENTITY.md,5ab66bacf0f0007d6b69a4d4e3ef1e2c46f01770,100644,document-like,document-extension,
.agent/README.md,451f600de4b85caef23af76a807d9889322e7d97,100644,document-like,document-extension,
.agent/acceptance-criteria/json-schema-and-parity-acceptance-criteria.md,81dab24add17eb5ed93f6594d10702051bd573be,100644,document-like,document-extension,
.agent/acceptance-criteria/openapi-acceptance-criteria.md,74d987c9ece41ff1c5b11dd9aadb82c5151ffb28,100644,document-like,document-extension,
.agent/acceptance-criteria/zod-output-acceptance-criteria.md,1232ba6ae8797def7a2d78e302da0d51dbc666b3,100644,document-like,document-extension,
.agent/acceptance-criteria/zod-parser-acceptance-criteria.md,8d76912b6a31e2f2f26990c3970362bf3798e621,100644,document-like,document-extension,
.agent/analysis-and-reports/agent-change-audit.md,0fd106e1e54e5bea1db0d41f1e659ee8096195e2,100644,document-like,document-extension,
.agent/analysis-and-reports/architectural-enforcement-playbook.md,d76dad5978a0283199a53aaf3ab47978366ef11d,100644,document-like,document-extension,
.agent/analysis-and-reports/castr-oce-loop-comparison-2026-08-24.md,da02cc9de730e4d0b7f67476ead3ab68876c7ac6,100644,document-like,document-extension,
.agent/analysis-and-reports/code-vision-alignment-audit.prompt.md,241b7efa1f4ee9abec3b027c5945bbf2fb6ce725,100644,document-like,document-extension,
.agent/analysis-and-reports/proof-programme-loop-review-2026-08-24.md,d8db1ecc63a51a8824272b566d873288d356560c,100644,document-like,document-extension,
.agent/analysis-and-reports/routine-arming-review-2026-08-25.md,fe6a442fae6eac744b5c9f4a3b87e89256770537,100644,document-like,document-extension,
.agent/analysis-and-reports/type-assertion-elimination-analysis.md,07745ad4b4399e8313b49d6c89ed8ed2acc1e0af,100644,document-like,document-extension,
.agent/archive/practice-context-outgoing/README.md,0a59b33e28881d23040d56c7ff54c1630c85e885,100644,document-like,document-extension,
.agent/archive/practice-context-outgoing/castr-practice-integration-notes.md,c4a453540471aa35231a7351db09e53fd58715f4,100644,document-like,document-extension,
.agent/archive/practice-context-outgoing/platform-adapter-reference.md,c393ac4c47c5a5c69682070538d4aac9dee1e3b2,100644,document-like,document-extension,
.agent/archive/practice-context-outgoing/reviewer-system-guide.md,59b3879b646f6782423ab4fb50defa6ebd8577fc,100644,document-like,document-extension,
.agent/archive/practice-context-outgoing/starter-templates.md,17b3808d8c1965ba8caf1e51530de85e62cff4c0,100644,document-like,document-extension,
.agent/archive/prompts/architecture-review-packs.prompt.md,db4bbd34627e777ad85628beba56ccc0ea672115,100644,document-like,document-extension,
.agent/archive/prompts/pack-3-openapi-architecture.prompt.md,50f2917255504cc2992f0df77ff8858b38b147cd,100644,document-like,document-extension,
.agent/archive/prompts/pack-4-json-schema-architecture.prompt.md,efbecefc8a5ead0b832fa408c51e1d567ff8510a,100644,document-like,document-extension,
.agent/archive/prompts/pack-7-proof-system-and-durable-doctrine.prompt.md,e5d6196b2f2d4f45701ad28022a4760602d068a1,100644,document-like,document-extension,
.agent/archive/prompts/session-entry.prompt.md,e0b0d8574ae1240539d5cbd608b0a4dc60943a1f,100644,document-like,document-extension,
.agent/archive/prompts/start-right.prompt.md,a76c1573ee7fac0fa3acfe985bce0638997ca572,100644,document-like,document-extension,
.agent/archive/round-trip-validation-plan-MERGED.md,a5b8cbcad54b2081ed502c869a329cdbe497b3dc,100644,document-like,document-extension,
.agent/archive/test-quality-remediation-COMPLETED.md,1947c2af8c712cc51a63db804ffaf3808bc8f876,100644,document-like,document-extension,
.agent/archive/ts-morph-ast-usage-with-links.md,12ef7affb9f6cca9a84e7c7c178546df77b2ad4e,100644,document-like,document-extension,
.agent/archive/ts-morph-refactoring-report.md,394a2bef109413f92bf142f413e28ceb962b0fe5,100644,document-like,document-extension,
.agent/archive/zod-to-openapi-plan-COMPLETED.md,3802ad0c74796e1ed7cb7cd50d1edda1abdfdedf,100644,document-like,document-extension,
.agent/archive/zod4-output-compliance-plan.md,5d85ac3a4ee7d92dbdbb2f280f40b39067b7cd67,100644,document-like,document-extension,
.agent/claude-harness-integrations/account-access.md,3684241f118275f2e4f43759a31f39a19315724e,100644,document-like,document-extension,
.agent/claude-harness-integrations/account-portability-register.md,96a6fb545f3b94ebe2a0768dd000d651e281bdfb,100644,document-like,document-extension,
.agent/claude-harness-integrations/cloud-environment-preflight.sh,fa64468db09b873c3c4f20aa49c14cfd85a6f6c1,100755,ordinary-undecided,,
.agent/claude-harness-integrations/cloud-environment-setup.sh,20e69aea603305de539c744c858ce67cdd2509cd,100755,ordinary-undecided,,
.agent/claude-harness-integrations/cloud-environment.md,151e5b69cc24d8308d806f420ef3493fd458fbfc,100644,document-like,document-extension,
.agent/collaboration/experiments/README.md,52b65330662ec8248995b19cc60c535d04626199,100644,document-like,document-extension,
.agent/collaboration/rapid-comms/README.md,9efcecd3bb201d27764a12f462a19252dad28c4c,100644,document-like,document-extension,
.agent/directives/ADR-044-drop-openapi3-ts-adopt-scalar-types.md,bd458516cee4d9cc95869c7236fd3b058ad9ab55,100644,document-like,document-extension,
.agent/directives/ADR-045-strict-reexport-module-openapi-types.md,465e58d961ff25a0da80403f7776856110fd8b66,100644,document-like,document-extension,
.agent/directives/ADR-046-separate-storage-additional-operations.md,6a290c250b639eb613cc96829b5872726ed64702,100644,document-like,document-extension,
.agent/directives/AGENT.md,97c84f55ad7ab7a41c418ef7c15dd2b2f5b00dd6,100644,document-like,document-extension,
.agent/directives/DEFINITION_OF_DONE.md,bf2eb4fda14ab40a9b23b3e8d32108fcb2bd002f,100644,document-like,document-extension,
.agent/directives/VISION.md,36c72678ce42e2fe2f53362a685ee06d92f43992,100644,document-like,document-extension,
.agent/directives/agent-collaboration.md,c1910711a5e8aa3a49f2d70910238c128cecbac1,100644,document-like,document-extension,
.agent/directives/architectural-file-system-structure.md,213480e1398ca8d473ab7fd9372730287db51fc5,100644,document-like,document-extension,
.agent/directives/continuity-practice.md,4180f2e6b7da2166207b3bba7d93944a274bb11f,100644,document-like,document-extension,
.agent/directives/definition-of-delivery.md,b6efd9c9324cbde7b1570f259ca7dfbc5c93ae9a,100644,document-like,document-extension,
.agent/directives/metacognition.md,9c2f5f3d79108ec2b34ef28a030ac0113dc3c89a,100644,document-like,document-extension,
.agent/directives/operationalisation-contract.md,f4969e2dd58cb01f16514c89b78f1a4c2fe3606c,100644,document-like,document-extension,
.agent/directives/orientation.md,6328b0d3b58e1006f9950591a440034f2d3ad572,100644,document-like,document-extension,
.agent/directives/principles.md,7c7aad5abcaa32dcda04afce9bc409bc98e7c71f,100644,document-like,document-extension,
.agent/directives/requirements.md,eb2b9c599941281ca957141479e7bc1dfd48423e,100644,document-like,document-extension,
.agent/directives/tdd-as-design.md,5c22b93c8826a5d83a7dc964c343a6eb633ee6dd,100644,document-like,document-extension,
.agent/directives/testing-strategy.md,1d5c3d7dc0f2afaef2a59624be7648b182e6c75e,100644,document-like,document-extension,
.agent/directives/user-collaboration.md,0d718507df23df53f03b024c26cd481a02c44894,100644,document-like,document-extension,
.agent/directives/validation-strategy.md,ddb336b0f49332a4a5d0cc9fb7db9fe817a2acd0,100644,document-like,document-extension,
.agent/experience/2026-06-26-discovering-i-was-not-alone.md,52e4ea0d5ef46aeaeb9db47615bb37a500cbac82,100644,document-like,document-extension,
.agent/experience/2026-06-28-open-lofting-feather-the-case-was-the-coyness.md,58f4b85c8dcadc3f50207dab6c03b2b1161ac01c,100644,document-like,document-extension,
.agent/experience/2026-07-03-cirrus-spiralling-airstream-the-gate-that-had-to-prove-itself.md,ac683cd36b2c1957066183a6b37fbcda58cf8eab,100644,document-like,document-extension,
.agent/experience/2026-07-03-fiery-flaring-bellows-the-estate-held.md,eb1f44378ca8db1ba92b82c6d082d7d7069b1238,100644,document-like,document-extension,
.agent/experience/2026-08-27-limpet-guards-moorings-read-is-not-home.md,63a95751c2c0ee7b9b487a91855eb0ce5b0781fb,100644,document-like,document-extension,
.agent/experience/2026-08-27-vesta-turns-singularity-the-verdict-that-had-not-run.md,62c048f4f5343f5c59f12d5f8bc690a8e1d4ff22,100644,document-like,document-extension,
.agent/experience/README.md,6a6d2fa6cff9d1e483343d86f9da9b0d9275291d,100644,document-like,document-extension,
.agent/hooks/policy.json,d447637d13e5f88fc3097c07d1d4b68a1421b965,100644,embedded-candidate,configuration-documentation-keyword,
.agent/memory/README.md,db40643a3cc43191b44bae6edf5327f778cdb0e8,100644,document-like,document-extension,
.agent/memory/active/archive/napkin-2026-03-to-04.md,2b5ac618bcb62586910e378e8adee8c248021736,100644,document-like,document-extension,
.agent/memory/active/archive/napkin-2026-06-04-to-10.md,44dd8185adba6bb52176933c4ba1d7ce116f8669,100644,document-like,document-extension,
.agent/memory/active/archive/napkin-2026-06-17-to-20.md,3dfd9f5ec81cf5acc87960f2046c6dfa1c1d216d,100644,document-like,document-extension,
.agent/memory/active/archive/napkin-2026-06-20-to-21.md,acbf9eb24198cd363f3c20b1992ae657bf61f418,100644,document-like,document-extension,
.agent/memory/active/archive/napkin-2026-06-26-to-07-03-morning.md,b7f38853bbe988062c798909925767c615e9f765,100644,document-like,document-extension,
.agent/memory/active/archive/napkin-2026-07-to-08-27.md,33b48e1ce2f3ca3a8decf12ecbac8662ceac13b0,100644,document-like,document-extension,
.agent/memory/active/distilled.md,151f3133348b480321be50fdcca4ba622596e322,100644,document-like,document-extension,
.agent/memory/active/napkin.md,909495c90e1d976a83c2ca1e8f758adadf8e59cd,100644,document-like,document-extension,
.agent/memory/active/patterns/README.md,918dc216d05dafea83782bd8820c367c58e080d3,100644,document-like,document-extension,
.agent/memory/active/patterns/additive-only-schema-decoration.md,2a1f59d40de03c9004c691e15008d3c65e382ed2,100644,document-like,document-extension,
.agent/memory/active/patterns/adr-by-reusability-not-diff-size.md,448de5898f546e10f615e792ae3d9b098d7e4fea,100644,document-like,document-extension,
.agent/memory/active/patterns/agentic-surface-separation.md,4b0ffc3d3aaca94d441e3bd2f1e180bbfa8890cf,100644,document-like,document-extension,
.agent/memory/active/patterns/audit-rule-body-on-prohibition-extension.md,acf9d6b790920d191dea269bfa41a2f3f07b1ecc,100644,document-like,document-extension,
.agent/memory/active/patterns/autonomous-background-programme.md,ef202eb33d2ffa748f1f617880f2af5737723787,100644,document-like,document-extension,
.agent/memory/active/patterns/behaviour-nudge-pressure-design-constraints.md,e46f27aa9cd20a846ec53f08f781cd8a519f23f6,100644,document-like,document-extension,
.agent/memory/active/patterns/boundary-narrowing-for-schema-types.md,a32872d69e338c1c511c4eff687caf2a2c9f1c1f,100644,document-like,document-extension,
.agent/memory/active/patterns/bounded-structured-output-for-workflows.md,0ad611459119a30d210bc420356a8718760f3929,100644,document-like,document-extension,
.agent/memory/active/patterns/breadth-as-evasion.md,cc9d6addbc431477cf202896558c122d67dc5b43,100644,document-like,document-extension,
.agent/memory/active/patterns/chatgpt-report-normalisation.md,48e7331d578e21955e694b768bb72d0e2bb76af5,100644,document-like,document-extension,
.agent/memory/active/patterns/check-code-invariants-before-designing-a-field.md,4be20121d6ce303156999fac965df02a5a55ab3a,100644,document-like,document-extension,
.agent/memory/active/patterns/check-driven-development.md,22ce0ab934230431433f8a0471a5c1504326c2ad,100644,document-like,document-extension,
.agent/memory/active/patterns/circular-test-justification.md,974ef16a2663d72328b30be14d0a520245244286,100644,document-like,document-extension,
.agent/memory/active/patterns/citation-as-reasoning-at-moment-of-verdict.md,1ee75ff07fe6f9640f3528c1550b431f35040d56,100644,document-like,document-extension,
.agent/memory/active/patterns/cli-flag-env-precedence.md,6e6cef61f639c896012f07b18264ffe60be4741c,100644,document-like,document-extension,
.agent/memory/active/patterns/collapse-authoritative-frames-when-settled.md,e2d3589fd857e0897c9bb21160e37e8d41192c07,100644,document-like,document-extension,
.agent/memory/active/patterns/comments-about-externals-degrade.md,92bdcb86845b3494d504ed329ad0d672aa6a8102,100644,document-like,document-extension,
.agent/memory/active/patterns/commit-window-discipline-under-parallel-agents.md,5568236a9b6b4acb4d0806b0e7ffc27b381bd823,100644,document-like,document-extension,
.agent/memory/active/patterns/comprehensive-cataloguing-drift.md,9ac53e07c8f654ac66b73bdc3e964b33346dec54,100644,document-like,document-extension,
.agent/memory/active/patterns/conformance-tests-for-library-adoption.md,0013a366276b01681611a53381049ff168f76e8c,100644,document-like,document-extension,
.agent/memory/active/patterns/consolidation-output-shape-pattern-vs-report.md,ea10de00e273a3c44b1f984c0c462ea41816b698,100644,document-like,document-extension,
.agent/memory/active/patterns/const-map-as-type-guard.md,ac91066d69ef742fc1c2133a971764be23ed8b6f,100644,document-like,document-extension,
.agent/memory/active/patterns/contamination-scan-method.md,4e4deaf8e5642502495ba4589852957d64e78dd3,100644,document-like,document-extension,
.agent/memory/active/patterns/coordinator-as-slice-runner-short-by-one.md,e793b378e5c6db6a53aba63c683ab49087895b83,100644,document-like,document-extension,
.agent/memory/active/patterns/cross-branch-consolidation-re-derive-full-workstream.md,31ef4bbd62101fc7d1a0343d117b8e2b07ace606,100644,document-like,document-extension,
.agent/memory/active/patterns/cross-session-pattern-emergence.md,689cf4734197f64f1ab108408f583a770b59e487,100644,document-like,document-extension,
.agent/memory/active/patterns/current-plan-promotion.md,e026511a0574314383424158b217268087637032,100644,document-like,document-extension,
.agent/memory/active/patterns/deferred-at-write-time-is-unmade-load-bearing-decision.md,4eedc8d1098291c357e1066a18fa1cf7d115dae8,100644,document-like,document-extension,
.agent/memory/active/patterns/different-lens-reviewer-divergence.md,5a5ce09f14ff683a15cf0321ddd44d40c51d0ad9,100644,document-like,document-extension,
.agent/memory/active/patterns/dogma-vocabulary-closes-inquiry.md,2a7dca0e7c4efcee6f6b1bd5094a7b6a12a9d751,100644,document-like,document-extension,
.agent/memory/active/patterns/domain-specialist-final-say.md,7df118de7027a10b7fc88b10a8a174ffb1ac4682,100644,document-like,document-extension,
.agent/memory/active/patterns/dont-test-sdk-internals.md,2ad2744772c377cc2210885bb857f3d58d47ea1c,100644,document-like,document-extension,
.agent/memory/active/patterns/drift-detection-test.md,ec215412c340657fb2f1ddf1ed6f2016f547a5cf,100644,document-like,document-extension,
.agent/memory/active/patterns/eager-rounding-off-on-partial-structures.md,f588902d5a4e12907fac4114b74d070731550472,100644,document-like,document-extension,
.agent/memory/active/patterns/end-goals-over-means-goals.md,804f30dbb2214b036857ea64d50aacd3add473e8,100644,document-like,document-extension,
.agent/memory/active/patterns/evidence-before-classification.md,18699545a2157678947c0c90583039ddf1bf6cf4,100644,document-like,document-extension,
.agent/memory/active/patterns/explicit-di-over-ambient-state.md,d7332c742b3e6f218d7b11d487ea7b12d148b439,100644,document-like,document-extension,
.agent/memory/active/patterns/explicit-missing-resource-state.md,bded94073eaaa1b82d0d4da84e43fc8b51fc41cf,100644,document-like,document-extension,
.agent/memory/active/patterns/fabricated-gate-as-avoidance.md,80b08b38d42da2ceb9f502f219498a4327d6946b,100644,document-like,document-extension,
.agent/memory/active/patterns/fan-out-verify-gatekeeper-execute.md,93cd4c9e9ed077b3b7f30f74fd83b9633ce584ed,100644,document-like,document-extension,
.agent/memory/active/patterns/feel-state-of-completion-preceding-evidence-of-completion.md,c8f8b1c135498dda30de72e69503b42a2479c12b,100644,document-like,document-extension,
.agent/memory/active/patterns/findings-route-to-lane-or-rejection.md,05c89f33cc39e47d759271121bcf925afff3a77e,100644,document-like,document-extension,
.agent/memory/active/patterns/fix-at-source-not-consumer.md,2c21e27c9e7b4e25f096bc8b5a822a9883f8c7f9,100644,document-like,document-extension,
.agent/memory/active/patterns/fix-the-class-through-the-revealing-lens.md,23e4b6a4fc9b012418ee594c261b9d997f4391e2,100644,document-like,document-extension,
.agent/memory/active/patterns/foundations-before-consumers.md,e3d9eda87d693e4da7c65a1126035adb711305df,100644,document-like,document-extension,
.agent/memory/active/patterns/generic-factory-for-di-composition.md,716a363f74b933791d1e037612859d3894f526bb,100644,document-like,document-extension,
.agent/memory/active/patterns/governance-claim-needs-a-scanner.md,287b5009517b3d8263a93f4b05a2605a5b0f4c8b,100644,document-like,document-extension,
.agent/memory/active/patterns/green-test-proves-only-its-layer.md,35e2a1c250c8aea795070efb28a0319fe29bd922,100644,document-like,document-extension,
.agent/memory/active/patterns/ground-before-framing.md,5daff7cfb416d7e04636bb6d237eedf92e8020cb,100644,document-like,document-extension,
.agent/memory/active/patterns/guarded-fire-and-forget-cleanup.md,08c11d2600a95c0332f2f32fd68bf59ba4652920,100644,document-like,document-extension,
.agent/memory/active/patterns/honest-restructure-over-band-aid.md,851fe30c9ab25919f41cd0c861c6b0dbc2fb9aed,100644,document-like,document-extension,
.agent/memory/active/patterns/hook-as-question-not-obstacle.md,bf9cade3e177130e3a5754d424769c1640df1c83,100644,document-like,document-extension,
.agent/memory/active/patterns/in-session-contract-authoring-conditions.md,38a80ddda3e9a83c324445d033404bfe3a5cb0de,100644,document-like,document-extension,
.agent/memory/active/patterns/indexed-access-subtype-derivation.md,067a1e40dc2dd5b135a64f7277d48ece37fdc06a,100644,document-like,document-extension,
.agent/memory/active/patterns/infrastructure-never-masks-business.md,bbc8453092215ac016e9bbbbd850a559b4ff8595,100644,document-like,document-extension,
.agent/memory/active/patterns/inherited-classification-is-a-claim-to-measure.md,c98a7732256ac14137591953e947748e7edcdbef,100644,document-like,document-extension,
.agent/memory/active/patterns/inherited-framing-without-first-principles-check.md,eb25077a6af8235934fdb0417e77a71566e63d46,100644,document-like,document-extension,
.agent/memory/active/patterns/install-session-blind-to-cold-start-gaps.md,902d7dcd955376c85975ae593d7e710faa284996,100644,document-like,document-extension,
.agent/memory/active/patterns/inter-agent-sidebar-with-default-action.md,33e42294fd5e03c0223665ffeb748d624c2c635a,100644,document-like,document-extension,
.agent/memory/active/patterns/interface-segregation-for-test-fakes.md,43d12fbda643b4cbad9e4b6cbdbea7410b7d7efc,100644,document-like,document-extension,
.agent/memory/active/patterns/json-loader-for-large-datasets.md,8be86ce1676adb8065aefa4e1d47b8d31e7bcda7,100644,document-like,document-extension,
.agent/memory/active/patterns/library-types-before-local-shapes.md,a1ac2c290dc089737d9dc382f01685b0146a5161,100644,document-like,document-extension,
.agent/memory/active/patterns/long-arc-finish-line-not-tail.md,ddc526f69ef56757e4c3792eab04fb08bbfc58cc,100644,document-like,document-extension,
.agent/memory/active/patterns/mechanical-sequence-is-activity-bias-diagnostic.md,3f53ece6015bcb0f3155f9c313f40f61bacf0081,100644,document-like,document-extension,
.agent/memory/active/patterns/migrate-dont-drop-on-deletion.md,0194b10f5e0ddc74e5fe60f7c47d3730a2116c3e,100644,document-like,document-extension,
.agent/memory/active/patterns/monotonic-counter-is-not-quality-indicator.md,bf9c1667b0a8d102e847dbaa56e735b062d6f643,100644,document-like,document-extension,
.agent/memory/active/patterns/multi-layer-schema-sync.md,ebe88d727a1df39ecb874266bdaf8b53bfca301c,100644,document-like,document-extension,
.agent/memory/active/patterns/narrow-re-exports-at-boundaries.md,182d50719c9ad7a94143c8af943c6f94317c8fad,100644,document-like,document-extension,
.agent/memory/active/patterns/non-leading-reviewer-prompts.md,f5966e7537da67353ce4053a9b11ba8df7cc4221,100644,document-like,document-extension,
.agent/memory/active/patterns/nothing-unplanned-without-a-promotion-trigger.md,22718edc6f9463e3e96075db7206e7878cbb9e56,100644,document-like,document-extension,
.agent/memory/active/patterns/omit-unknown-from-library-types.md,37282c601c0a1ffeb00ff86b897ef8fe13040edb,100644,document-like,document-extension,
.agent/memory/active/patterns/owner-course-correct-vocabulary.md,2e221c186cff760d9eb1f32b5ccfd33c5ba4026d,100644,document-like,document-extension,
.agent/memory/active/patterns/owner-decision-ballot.md,17bf640a9809ad8ea5f0a3246f3c393ed614eb55,100644,document-like,document-extension,
.agent/memory/active/patterns/parallel-worktree-dispatch-unreliable.md,2eb8feeb396f9bc4344231651c639f48bb9d212a,100644,document-like,document-extension,
.agent/memory/active/patterns/passive-guidance-loses-to-artefact-gravity.md,3da1c64a92da30e2580b04c8ef3fc7e5dac3f3a9,100644,document-like,document-extension,
